X Y Z VX VY VZ
1292.2231646875796 2032.0635492107563 2539.8576780232784 0 0 0
1292.5134462933856 2031.878925166801 2539.8576780232784 0 0 0
1292.8037015213667 2031.6942596559288 2539.8576780232784 0 0 0
1293.093930365599 2031.5095526819082 2539.8576780232784 0 0 0
1293.3841328201586 2031.3248042485095 2539.8576780232784 0 0 0
1293.6743088791243 2031.1400143595024 2539.8576780232784 0 0 0
1293.9644585365736 2030.9551830186583 2539.8576780232784 0 0 0
1294.2545817865844 2030.7703102297496 2539.8576780232784 0 0 0
1294.544678623237 2030.5853959965486 2539.8576780232784 0 0 0
1294.8347490406104 2030.4004403228296 2539.8576780232784 0 0 0
1295.1247930327845 2030.2154432123668 2539.8576780232784 0 0 0
1295.414810593841 2030.0304046689357 2539.8576780232784 0 0 0
1295.70480171786 2029.8453246963134 2539.8576780232784 0 0 0
1295.994766398924 2029.6602032982757 2539.8576780232784 0 0 0
1296.2847046311158 2029.4750404786014 2539.8576780232784 0 0 0
1296.574616408517 2029.2898362410695 2539.8576780232784 0 0 0
1296.8645017252124 2029.1045905894591 2539.8576780232784 0 0 0
1297.1543605752854 2028.919303527551 2539.8576780232784 0 0 0
1297.4441929528198 2028.733975059127 2539.8576780232784 0 0 0
1297.733998851902 2028.5486051879682 2539.8576780232784 0 0 0
1298.0237782666168 2028.3631939178588 2539.8576780232784 0 0 0
1298.3135311910498 2028.1777412525823 2539.8576780232784 0 0 0
1298.6032576192893 2027.992247195923 2539.8576780232784 0 0 0
1298.892957545421 2027.806711751667 2539.8576780232784 0 0 0
1299.1826309635333 2027.621134923601 2539.8576780232784 0 0 0
1299.4722778677144 2027.4355167155118 2539.8576780232784 0 0 0
1299.761898252053 2027.2498571311874 2539.8576780232784 0 0 0
1300.0514921106387 2027.064156174417 2539.8576780232784 0 0 0
1300.3410594375616 2026.8784138489905 2539.8576780232784 0 0 0
1300.6306002269116 2026.6926301586986 2539.8576780232784 0 0 0
1300.9201144727801 2026.5068051073326 2539.8576780232784 0 0 0
1301.2096021692587 2026.3209386986848 2539.8576780232784 0 0 0
1301.4990633104394 2026.1350309365487 2539.8576780232784 0 0 0
1301.7884978904142 2025.9490818247182 2539.8576780232784 0 0 0
1302.0779059032773 2025.7630913669882 2539.8576780232784 0 0 0
1273.1067016946563 2043.6669967089379 2540.2016716518433 0 0 0
1273.3986411308802 2043.485103469855 2540.2016716518433 0 0 0
1273.6905545793759 2043.303168526995 2540.2016716518433 0 0 0
1273.9824420341877 2043.1211918840702 2540.2016716518433 0 0 0
1274.2743034893576 2042.9391735447946 2540.2016716518433 0 0 0
1274.566138938929 2042.757113512883 2540.2016716518433 0 0 0
1274.8579483769474 2042.5750117920506 2540.2016716518433 0 0 0
1275.149731797456 2042.3928683860142 2540.2016716518433 0 0 0
1275.4414891945014 2042.2106832984907 2540.2016716518433 0 0 0
1275.7332205621285 2042.028456533198 2540.2016716518433 0 0 0
1276.0249258943832 2041.8461880938557 2540.2016716518433 0 0 0
1276.3166051853138 2041.6638779841828 2540.2016716518433 0 0 0
1276.6082584289663 2041.4815262079 2540.2016716518433 0 0 0
1276.8998856193891 2041.2991327687294 2540.2016716518433 0 0 0
1277.1914867506307 2041.1166976703928 2540.2016716518433 0 0 0
1277.4830618167402 2040.9342209166132 2540.2016716518433 0 0 0
1277.7746108117663 2040.7517025111151 2540.2016716518433 0 0 0
1278.0661337297602 2040.5691424576232 2540.2016716518433 0 0 0
1278.3576305647714 2040.3865407598628 2540.2016716518433 0 0 0
1278.6491013108512 2040.2038974215611 2540.2016716518433 0 0 0
1278.9405459620518 2040.0212124464454 2540.2016716518433 0 0 0
1279.2319645124246 2039.8384858382437 2540.2016716518433 0 0 0
1279.523356956023 2039.655717600685 2540.2016716518433 0 0 0
1279.8147232869 2039.4729077374993 2540.2016716518433 0 0 0
1280.106063499109 2039.2900562524183 2540.2016716518433 0 0 0
1280.3973775867046 2039.1071631491723 2540.2016716518433 0 0 0
1280.6886655437415 2038.9242284314946 2540.2016716518433 0 0 0
1280.9799273642748 2038.7412521031188 2540.2016716518433 0 0 0
1281.271163042361 2038.5582341677782 2540.2016716518433 0 0 0
1281.5623725720563 2038.375174629209 2540.2016716518433 0 0 0
1281.853555947417 2038.1920734911462 2540.2016716518433 0 0 0
1282.1447131625016 2038.0089307573267 2540.2016716518433 0 0 0
1282.4358442113673 2037.8257464314886 2540.2016716518433 0 0 0
1282.7269490880726 2037.64252051737 2540.2016716518433 0 0 0
1283.0180277866775 2037.4592530187101 2540.2016716518433 0 0 0
1283.3090803012408 2037.2759439392494 2540.2016716518433 0 0 0
1283.6001066258232 2037.0925932827283 2540.2016716518433 0 0 0
1283.8911067544852 2036.9092010528893 2540.2016716518433 0 0 0
1284.1820806812875 2036.7257672534747 2540.2016716518433 0 0 0
1284.4730284002924 2036.5422918882282 2540.2016716518433 0 0 0
1284.7639499055624 2036.3587749608942 2540.2016716518433 0 0 0
1285.0548451911593 2036.1752164752181 2540.2016716518433 0 0 0
1285.3457142511477 2035.9916164349456 2540.2016716518433 0 0 0
1285.636557079591 2035.8079748438238 2540.2016716518433 0 0 0
1285.927373670553 2035.6242917056009 2540.2016716518433 0 0 0
1286.2181640180997 2035.440567024025 2540.2016716518433 0 0 0
1286.5089281162964 2035.2568008028454 2540.2016716518433 0 0 0
1286.7996659592084 2035.0729930458133 2540.2016716518433 0 0 0
1287.0903775409033 2034.8891437566792 2540.2016716518433 0 0 0
1287.381062855447 2034.7052529391954 2540.2016716518433 0 0 0
1287.6717218969084 2034.5213205971147 2540.2016716518433 0 0 0
1287.962354659355 2034.3373467341905 2540.2016716518433 0 0 0
1288.2529611368552 2034.153331354178 2540.2016716518433 0 0 0
1288.5435413234793 2033.969274460832 2540.2016716518433 0 0 0
1288.8340952132965 2033.785176057909 2540.2016716518433 0 0 0
1289.124622800376 2033.6010361491665 2540.2016716518433 0 0 0
1289.415124078791 2033.416854738362 2540.2016716518433 0 0 0
1289.7055990426113 2033.232631829254 2540.2016716518433 0 0 0
1289.9960476859092 2033.048367425603 2540.2016716518433 0 0 0
1290.2864700027574 2032.8640615311688 2540.2016716518433 0 0 0
1290.5768659872283 2032.6797141497132 2540.2016716518433 0 0 0
1290.867235633396 2032.4953252849982 2540.2016716518433 0 0 0
1291.1575789353344 2032.3108949407865 2540.2016716518433 0 0 0
1291.447895887118 2032.126423120843 2540.2016716518433 0 0 0
1291.7381864828226 2031.9419098289313 2540.2016716518433 0 0 0
1292.0284507165234 2031.757355068817 2540.2016716518433 0 0 0
1292.318688582296 2031.5727588442678 2540.2016716518433 0 0 0
1292.6089000742188 2031.3881211590497 2540.2016716518433 0 0 0
1292.8990851863678 2031.2034420169311 2540.2016716518433 0 0 0
1293.189243912821 2031.0187214216814 2540.2016716518433 0 0 0
1293.4793762476572 2030.8339593770702 2540.2016716518433 0 0 0
1293.7694821849555 2030.6491558868677 2540.2016716518433 0 0 0
1294.0595617187944 2030.4643109548463 2540.2016716518433 0 0 0
1294.3496148432548 2030.2794245847772 2540.2016716518433 0 0 0
1294.6396415524173 2030.0944967804344 2540.2016716518433 0 0 0
1294.929641840362 2029.9095275455918 2540.2016716518433 0 0 0
1295.2196157011717 2029.724516884024 2540.2016716518433 0 0 0
1295.5095631289278 2029.5394647995074 2540.2016716518433 0 0 0
1295.7994841177133 2029.3543712958178 2540.2016716518433 0 0 0
1296.0893786616118 2029.1692363767327 2540.2016716518433 0 0 0
1296.379246754706 2028.9840600460313 2540.2016716518433 0 0 0
1296.6690883910815 2028.7988423074914 2540.2016716518433 0 0 0
1296.9589035648225 2028.6135831648937 2540.2016716518433 0 0 0
1297.248692270014 2028.4282826220192 2540.2016716518433 0 0 0
1297.5384545007432 2028.2429406826486 2540.2016716518433 0 0 0
1297.8281902510955 2028.0575573505655 2540.2016716518433 0 0 0
1298.117899515158 2027.8721326295527 2540.2016716518433 0 0 0
1298.407582287019 2027.6866665233943 2540.2016716518433 0 0 0
1298.6972385607658 2027.5011590358752 2540.2016716518433 0 0 0
1298.9868683304874 2027.3156101707816 2540.2016716518433 0 0 0
1299.2764715902729 2027.1300199319005 2540.2016716518433 0 0 0
1299.5660483342122 2026.9443883230185 2540.2016716518433 0 0 0
1299.8555985563953 2026.7587153479249 2540.2016716518433 0 0 0
1300.1451222509133 2026.5730010104085 2540.2016716518433 0 0 0
1300.4346194118573 2026.3872453142596 2540.2016716518433 0 0 0
1300.7240900333195 2026.201448263269 2540.2016716518433 0 0 0
1301.0135341093921 2026.0156098612285 2540.2016716518433 0 0 0
1301.3029516341683 2025.8297301119305 2540.2016716518433 0 0 0
1301.592342601741 2025.6438090191689 2540.2016716518433 0 0 0
1301.881707006205 2025.457846586738 2540.2016716518433 0 0 0
1272.9148133267865 2043.3589660278128 2540.5456134395577 0 0 0
1273.2067087605853 2043.177100204497 2540.5456134395577 0 0 0
1273.4985782105734 2042.9951926836898 2540.5456134395577 0 0 0
1273.7904216707952 2042.813243469103 2540.5456134395577 0 0 0
1274.082239135294 2042.6312525644503 2540.5456134395577 0 0 0
1274.374030598114 2042.4492199734455 2540.5456134395577 0 0 0
1274.6657960533014 2042.2671456998035 2540.5456134395577 0 0 0
1274.9575354949006 2042.0850297472405 2540.5456134395577 0 0 0
1275.2492489169588 2041.9028721194727 2540.5456134395577 0 0 0
1275.5409363135223 2041.7206728202177 2540.5456134395577 0 0 0
1275.8325976786373 2041.5384318531942 2540.5456134395577 0 0 0
1276.1242330063533 2041.3561492221208 2540.5456134395577 0 0 0
1276.4158422907174 2041.173824930718 2540.5456134395577 0 0 0
1276.7074255257783 2040.9914589827067 2540.5456134395577 0 0 0
1276.998982705586 2040.8090513818086 2540.5456134395577 0 0 0
1277.2905138241902 2040.6266021317463 2540.5456134395577 0 0 0
1277.5820188756404 2040.444111236243 2540.5456134395577 0 0 0
1277.873497853989 2040.2615786990234 2540.5456134395577 0 0 0
1278.1649507532861 2040.0790045238123 2540.5456134395577 0 0 0
1278.4563775675842 2039.896388714336 2540.5456134395577 0 0 0
1278.7477782909364 2039.7137312743212 2540.5456134395577 0 0 0
1279.0391529173946 2039.5310322074956 2540.5456134395577 0 0 0
1279.3305014410134 2039.3482915175878 2540.5456134395577 0 0 0
1279.6218238558465 2039.165509208327 2540.5456134395577 0 0 0
1279.9131201559485 2038.982685283444 2540.5456134395577 0 0 0
1280.2043903353745 2038.799819746669 2540.5456134395577 0 0 0
1280.4956343881806 2038.6169126017348 2540.5456134395577 0 0 0
1280.7868523084223 2038.433963852374 2540.5456134395577 0 0 0
1281.0780440901572 2038.25097350232 2540.5456134395577 0 0 0
1281.3692097274427 2038.0679415553075 2540.5456134395577 0 0 0
1281.6603492143352 2037.884868015072 2540.5456134395577 0 0 0
1281.9514625448949 2037.701752885349 2540.5456134395577 0 0 0
1282.2425497131796 2037.5185961698762 2540.5456134395577 0 0 0
1282.5336107132487 2037.3353978723915 2540.5456134395577 0 0 0
1282.8246455391632 2037.1521579966332 2540.5456134395577 0 0 0
1283.1156541849823 2036.9688765463413 2540.5456134395577 0 0 0
1283.4066366447682 2036.7855535252559 2540.5456134395577 0 0 0
1283.697592912582 2036.6021889371186 2540.5456134395577 0 0 0
1283.9885229824852 2036.4187827856713 2540.5456134395577 0 0 0
1284.2794268485413 2036.235335074657 2540.5456134395577 0 0 0
1284.5703045048137 2036.0518458078195 2540.5456134395577 0 0 0
1284.861155945365 2035.868314988904 2540.5456134395577 0 0 0
1285.1519811642606 2035.6847426216555 2540.5456134395577 0 0 0
1285.4427801555646 2035.5011287098203 2540.5456134395577 0 0 0
1285.733552913342 2035.3174732571458 2540.5456134395577 0 0 0
1286.0242994316598 2035.1337762673804 2540.5456134395577 0 0 0
1286.3150197045838 2034.950037744272 2540.5456134395577 0 0 0
1286.6057137261805 2034.7662576915718 2540.5456134395577 0 0 0
1286.8963814905185 2034.5824361130294 2540.5456134395577 0 0 0
1287.187022991664 2034.3985730123968 2540.5456134395577 0 0 0
1287.4776382236876 2034.2146683934259 2540.5456134395577 0 0 0
1287.768227180657 2034.0307222598697 2540.5456134395577 0 0 0
1288.0587898566419 2033.8467346154828 2540.5456134395577 0 0 0
1288.3493262457134 2033.6627054640196 2540.5456134395577 0 0 0
1288.6398363419416 2033.4786348092357 2540.5456134395577 0 0 0
1288.9303201393968 2033.2945226548886 2540.5456134395577 0 0 0
1289.2207776321522 2033.1103690047346 2540.5456134395577 0 0 0
1289.5112088142798 2032.926173862532 2540.5456134395577 0 0 0
1289.8016136798517 2032.7419372320405 2540.5456134395577 0 0 0
1290.091992222942 2032.5576591170197 2540.5456134395577 0 0 0
1290.3823444376244 2032.3733395212305 2540.5456134395577 0 0 0
1290.672670317973 2032.1889784484347 2540.5456134395577 0 0 0
1290.9629698580632 2032.004575902394 2540.5456134395577 0 0 0
1291.25324305197 2031.8201318868728 2540.5456134395577 0 0 0
1291.5434898937706 2031.6356464056344 2540.5456134395577 0 0 0
1291.8337103775405 2031.4511194624436 2540.5456134395577 0 0 0
1292.1239044973568 2031.2665510610675 2540.5456134395577 0 0 0
1292.4140722472982 2031.0819412052717 2540.5456134395577 0 0 0
1292.7042136214418 2030.897289898824 2540.5456134395577 0 0 0
1292.9943286138669 2030.7125971454932 2540.5456134395577 0 0 0
1293.2844172186528 2030.527862949048 2540.5456134395577 0 0 0
1293.5744794298794 2030.343087313259 2540.5456134395577 0 0 0
1293.8645152416263 2030.158270241897 2540.5456134395577 0 0 0
1294.1545246479754 2029.9734117387331 2540.5456134395577 0 0 0
1294.4445076430077 2029.7885118075408 2540.5456134395577 0 0 0
1294.7344642208047 2029.603570452093 2540.5456134395577 0 0 0
1295.0243943754501 2029.4185876761644 2540.5456134395577 0 0 0
1295.3142981010258 2029.2335634835304 2540.5456134395577 0 0 0
1295.604175391616 2029.048497877966 2540.5456134395577 0 0 0
1295.894026241305 2028.8633908632485 2540.5456134395577 0 0 0
1296.1838506441766 2028.6782424431565 2540.5456134395577 0 0 0
1296.4736485943172 2028.493052621467 2540.5456134395577 0 0 0
1296.7634200858117 2028.3078214019606 2540.5456134395577 0 0 0
1297.0531651127462 2028.1225487884174 2540.5456134395577 0 0 0
1297.3428836692087 2027.9372347846174 2540.5456134395577 0 0 0
1297.6325757492857 2027.7518793943439 2540.5456134395577 0 0 0
1297.922241347065 2027.566482621379 2540.5456134395577 0 0 0
1298.2118804566358 2027.3810444695062 2540.5456134395577 0 0 0
1298.5014930720863 2027.19556494251 2540.5456134395577 0 0 0
1298.7910791875063 2027.0100440441759 2540.5456134395577 0 0 0
1299.080638796986 2026.8244817782902 2540.5456134395577 0 0 0
1299.3701718946159 2026.6388781486392 2540.5456134395577 0 0 0
1299.6596784744875 2026.4532331590115 2540.5456134395577 0 0 0
1299.949158530692 2026.2675468131952 2540.5456134395577 0 0 0
1300.2386120573221 2026.0818191149804 2540.5456134395577 0 0 0
1300.5280390484702 2025.8960500681567 2540.5456134395577 0 0 0
1300.81743949823 2025.710239676516 2540.5456134395577 0 0 0
1301.106813400695 2025.52438794385 2540.5456134395577 0 0 0
1301.3961607499598 2025.3384948739517 2540.5456134395577 0 0 0
1301.6854815401193 2025.1525604706148 2540.5456134395577 0 0 0
1272.722898981063 2043.050893645484 2540.8895033794024 0 0 0
1273.01475040648 2042.8690552416467 2540.8895033794024 0 0 0
1273.3065758520038 2042.687175146605 2540.8895033794024 0 0 0
1273.5983753116795 2042.5052533640692 2540.8895033794024 0 0 0
1273.8901487795517 2042.3232898977533 2540.8895033794024 0 0 0
1274.1818962496654 2042.1412847513704 2540.8895033794024 0 0 0
1274.4736177160673 2041.9592379286346 2540.8895033794024 0 0 0
1274.7653131728034 2041.7771494332615 2540.8895033794024 0 0 0
1275.0569826139213 2041.595019268967 2540.8895033794024 0 0 0
1275.348626033468 2041.412847439468 2540.8895033794024 0 0 0
1275.6402434254912 2041.2306339484826 2540.8895033794024 0 0 0
1275.931834784041 2041.048378799729 2540.8895033794024 0 0 0
1276.2234001031652 2040.8660819969268 2540.8895033794024 0 0 0
1276.5149393769136 2040.683743543797 2540.8895033794024 0 0 0
1276.8064525993373 2040.50136344406 2540.8895033794024 0 0 0
1277.0979397644865 2040.318941701438 2540.8895033794024 0 0 0
1277.3894008664117 2040.136478319654 2540.8895033794024 0 0 0
1277.6808358991666 2039.953973302432 2540.8895033794024 0 0 0
1277.9722448568018 2039.7714266534958 2540.8895033794024 0 0 0
1278.2636277333706 2039.5888383765716 2540.8895033794024 0 0 0
1278.554984522927 2039.4062084753857 2540.8895033794024 0 0 0
1278.8463152195245 2039.2235369536652 2540.8895033794024 0 0 0
1279.1376198172177 2039.0408238151374 2540.8895033794024 0 0 0
1279.4288983100616 2038.8580690635315 2540.8895033794024 0 0 0
1279.7201506921117 2038.6752727025778 2540.8895033794024 0 0 0
1280.011376957424 2038.492434736006 2540.8895033794024 0 0 0
1280.3025771000553 2038.3095551675478 2540.8895033794024 0 0 0
1280.5937511140623 2038.126634000936 2540.8895033794024 0 0 0
1280.8848989935034 2037.9436712399026 2540.8895033794024 0 0 0
